4G bands,,Features,Talk time_1,Technology,Stand-by,Camera,Brand,Battery (old),CPU,_4,Music play,Type,Colors,Dual or Triple,3G bands,_6,Announced,_7,Positioning,Model Image,Dual,Call records,Single_1,Clock,OS,3.5mm jack,Triple,Protection,Phonebook,Internal,USB,Talk time,Model Name,_3,Card slot,Display,Single,SAR EU,Dimensions,5G bands,Charging,Build,NFC,Java,GPRS,Video,Performance,Features_1,Loudspeaker_1,GPU,_5,Resolution,_10,_1,Radio,Infrared port,2G bands,Price,_2,_8,Status,Video_1,Size,Audio quality,Speed,Loudspeaker,Quad,Browser,_9,Models,Chipset,Bluetooth,Type_1,Weight,SIM,Games,Languages,Stand-by_1,EDGE,Sensors,WLAN,Keyboard,Messaging,Alert types,Alarm,SAR
,DMB U+ TVHDMI outputMP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memo/dial/commandsPredictive text input,LED flash,,GSM / HSPA,Up to 200 h,,LG,,1.0 GHz Cortex-A8,,,IPS LCD,Black,,HSDPA 2100,,"2011, April. Released 2011, April",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-big-lu6800-white.jpg,,,Yes,,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Yes,,Corning Gorilla Glass,,16GB,microUSB 2.0,Up to 4 h,LG Optimus Big LU6800,,microSDHC (dedicated slot),,"5 MP, AF",,132 x 67.3 x 10.1 mm (5.20 x 2.65 x 0.40 in),,,,,,,720p,,,,PowerVR SGX530,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,,,,GSM 850 / 900 / 1800 / 1900,About 210 EUR,,,Discontinued,,"4.3 inches, 52.6 cm2(~59.2% screen-to-body ratio)",,HSPA,Yes,,"HTML, Adobe Flash",,,TI OMAP 3630,"3.0, A2DP, EDR",Removable Li-Ion 1500 mAh battery,151 g (5.33 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,,
,No,,,CDMA / CDMA2000,Up to 818 h,,LG,,,,,"TFT, 256K colors",Black,,CDMA2000 1x,,"2011, July. Released 2011, July",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-cosmos-2.jpg,,Yes,,,,Yes,,,"1000 entries, Photocall",,microUSB 2.0,Up to 6 h 16 min,LG Cosmos 2,,microSDHC (dedicated slot),,1.3 MP,,112 x 52 x 16 mm (4.41 x 2.05 x 0.63 in),,,,,No,,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,SNS applicationsMP4/H.264 playerMP3/eAAC+/WMA playerDocument viewerOrganizerVoice memoPredictive text input,No,,CDMA 800 / 1900,About 90 EUR,,,Discontinued,,"2.0 inches, 12.4 cm2(~21.3% screen-to-body ratio)",,"Yes, 384 kbps",Yes,,,,,,"2.1, A2DP, EDR",Removable Li-Ion 900 mAh battery,130 g (4.59 oz),Mini-SIM,Yes,,,,,No,QWERTY,"SMS, MMS, Email",,,1.25 W/kg (head)
,"Secondary 3.2 inches TFT display, 16M colors, 480 x 800 pixels",LED flash,,CDMA / EVDO,Up to 420 h,,LG,,1.0 GHz Scorpion,,,TFT,Black,,CDMA2000 1xEV-DO,,"2011, May. Released 2011, June",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-us760-genesis.jpg,,,,,Android 2.2 (Froyo),Yes,,,,430MB,microUSB 2.0,Up to 2 h 50 min,LG US760 Genesis,,"microSDHC (dedicated slot), 8 GB included",,"5 MP, AF",,120 x 62 x 17 mm (4.72 x 2.44 x 0.67 in),,,,,,,Yes,,,,Adreno 200,,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",,No,No,,CDMA 800 / 1900,About 100 EUR,MP4/H.264 playerMP3/WAV/AAC+ playerOrganizerPhoto/video editorDocument viewerVoice memoPredictive text input,,Discontinued,,"3.5 inches, 34.9 cm2(~46.9% screen-to-body ratio)",,EV-DO Rev.A 3.1 Mbps,Yes,,,,,Qualcomm QSD8650 Snapdragon S1,"2.1, A2DP, EDR",Removable Li-Ion 1500 mAh battery,170 g (6.00 oz),Mini-SIM,,,,,Accelerometer,"Wi-Fi 802.11 b/g, DLNA, hotspot",QWERTY,,,,
,No,,,GSM / HSPA,Up to 480 h,,LG,,600 MHz ARM 11,,,"TFT, 256K colors",Violet,,HSDPA 850 / 1900 / 2100,,"2011, April. Released 2011, April 17",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-phoenix.jpg,,,,,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Yes,,,,160MB,microUSB 2.0,Up to 7 h 30 min,LG Phoenix P505,,"microSDHC (dedicated slot), 2 GB included",,"3.15 MP, AF",,114 x 59 x 13 mm (4.49 x 2.32 x 0.51 in),,,,,,,Yes,,,,Adreno 200,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 140 EUR,,,Discontinued,,"3.2 inches, 30.5 cm2(~45.3% screen-to-body ratio)",,HSPA 7.2/0.384 Mbps,Yes,,HTML,,,Qualcomm MSM7227 Snapdragon S1,"2.1, A2DP",Removable Li-Ion 1500 mAh battery,91 g (3.21 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g, hotspot (charges may apply)",,,,,1.23 W/kg (head)     0.43 W/kg (body)
,No,,,GSM / HSPA,Up to 480 h,,LG,,600 MHz ARM 11,,,"TFT, 256K colors",Silver,,HSDPA 850 / 1900 / 2100,,"2011, April. Released 2011, April 17",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg_thrive.jpg,,,,,Android 2.2 (Froyo),Yes,,,,160MB,microUSB 2.0,Up to 7 h 30 min,LG Thrive P506,,"microSDHC (dedicated slot), 2 GB included",,"3.15 MP, AF",,114 x 59 x 13 mm (4.49 x 2.32 x 0.51 in),,,,,,,Yes,,,,Adreno 200,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 70 EUR,,,Discontinued,,"3.2 inches, 30.5 cm2(~45.3% screen-to-body ratio)",,HSPA 7.2/0.384 Mbps,Yes,,HTML,,,Qualcomm MSM7227 Snapdragon S1,"2.1, A2DP",Removable Li-Ion 1500 mAh battery,91 g (3.21 oz),Mini-SIM,,,,,"Accelerometer, proximity",Wi-Fi 802.11 b/g,,,,,
,LG 3D UI,LED flash,,GSM / HSPA,Up to 312 h,,LG,,Dual-core 1.0 GHz Cortex-A9,,,3D LCD,Dark blue,,HSDPA 850 / 1900 / 2100,,"2011, March. Released  2011, August",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-thrill-4g.jpg,,,Yes,,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Yes,,Corning Gorilla Glass,,8GB 512MB RAM,microUSB 2.0,Up to 6 h,LG Thrill 4G P925,,microSDHC (dedicated slot),,"5 MP, AF5 MP, AF",,128.8 x 68 x 11.9 mm (5.07 x 2.68 x 0.47 in),,,,,,,"1080p@24fps (2D), 720@30fps (3D)",,,,PowerVR SGX540,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,HDMI portMP4/DivX/XviD/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewer/editorOrganizerVoice memo/dial/commandsPredictive text input,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 230 EUR,,,Discontinued,,"4.3 inches, 52.6 cm2(~60.1% screen-to-body ratio)",,HSPA 14.4/5.76 Mbps,Yes,,"HTML, Adobe Flash",,,TI OMAP 4430,"2.1, A2DP, EDR",Removable Li-Ion 1500 mAh battery,168 g (5.93 oz),Mini-SIM,,,,,"Accelerometer, gyro, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot (charges may apply)",,,,,0.29 W/kg (head)     0.54 W/kg (body)
,No,,,GSM,Up to 500 h,,LG,,,,,"TFT resistive touchscreen, 256K colors","Black, White",,,,"2011, March. Released 2011, April",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-t315.jpg,,Yes,,,,Yes,,,"Yes, Photocall",20MB,microUSB 2.0,Up to 8 h,LG T315,,microSDHC (dedicated slot),,2 MP,0.87 W/kg (head)     1.45 W/kg (body),123 x 63.2 x 10.9 mm (4.84 x 2.49 x 0.43 in),,,,,"Yes, MIDP 2.1",Yes,320p@15fps,,,,,,"240 x 400 pixels, 5:3 ratio (~167 ppi density)",,SNS integrationMP3/eAAC+/WAV playerMP4/H.263 playerOrganizerVoice memoPredictive text input,"FM radio, recording",,GSM 850 / 900 / 1800 / 1900,About 80 EUR,,,Discontinued,,"2.8 inches, 22.3 cm2(~28.7% screen-to-body ratio)",,,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.1, A2DP, EDR",Removable Li-Ion 900 mAh battery,88 g (3.10 oz),Mini-SIM,Yes,,,Yes,,Wi-Fi 802.11 b/g,,"SMS, MMS, Email, IM",,,
,HSDPA 850 / 1700 / 2100,LED flash,,GSM / HSPA,Up to 450 h,Photo/Video,LG,,Dual-core 1.0 GHz Cortex-A9,,,3D LCD,"Black, White",,HSDPA 900 / 1900 / 2100,,"2011, January. Released 2011, July",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-3d-p920.jpg,,,Yes,,"Android 2.2 (Froyo), 2.3, upgradable to 4.0 (Ice Cream Sandwich)",Yes,,Corning Gorilla Glass,,8GB 512MB RAM,microUSB 2.0,Up to 13 h (2G) / Up to 9 h (3G),LG Optimus 3D P920,,microSDHC (dedicated slot),Contrast ratio: 1068:1 (nominal) / 1.542:1 (sunlight),"5 MP, AF5 MP, AF",0.37 W/kg (head)     0.56 W/kg (body),128.8 x 68 x 11.9 mm (5.07 x 2.68 x 0.47 in),,,,,,,"1080p@30fps (2D), 720p@30fps (3D)",,,Voice 67dB / Noise 66dB / Ring 82dB,PowerVR SGX540,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,LG 3D UI,No,,GSM 850 / 900 / 1800 / 1900,About 190 EUR,HDMI portMP4/DivX/XviD/H.264/WMV player3D/2D video editorMP3/WAV/WMA/eAAC+ playerDocument viewer/editorOrganizerVoice memo/dial/commandsPredictive text input,,Discontinued,,"4.3 inches, 52.6 cm2(~60.1% screen-to-body ratio)",Noise -86.5dB / Crosstalk -87.4dB,HSPA 21.1/5.76 Mbps (req. SW update),Yes,,"HTML, Adobe Flash",,,TI OMAP 4430,"2.1, A2DP, EDR",Removable Li-Ion 1500 mAh battery,168 g (5.93 oz),Mini-SIM,,,,,"Accelerometer, gyro, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,,0.55 W/kg (head)     1.12 W/kg (body)
,HDMI portMP4/DivX/XviD/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewer/editorOrganizerVoice memoPredictive text input,LED flash,,GSM / HSPA,Up to 273 h,Photo/Video,LG,,Dual-core 1.0 GHz Cortex-A9,,,IPS LCD,Black,,HSDPA 900 / 2100,,"2011, February. Released 2011, May",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-pad.jpg,,,2 MP,,Android 3.0 (Honeycomb),Yes,,,,32GB,microUSB 2.0,Up to 9 h 20 min,LG Optimus Pad V900,,No,Contrast ratio: 811:1 (nominal),"5 MP, AF5 MP, AF",,243.8 x 150 x 12.7 mm (9.60 x 5.91 x 0.5 in),,,,,,,"1080p@24fps (2D), 720@30fps (3D)",,,Voice 64dB / Noise 61dB / Ring 65dB,ULP GeForce,,"768 x 1280 pixels, 5:3 ratio (~168 ppi density)",,,No,,GSM 850 / 900 / 1800 / 1900,About 190 EUR,,,Discontinued,,"8.9 inches, 225.5 cm2(~61.7% screen-to-body ratio)",Noise -93.9dB / Crosstalk -94.4dB,HSPA 10.2/2 Mbps,"Yes, with stereo speakers",,"HTML, Adobe Flash",,V900,Nvidia Tegra 2 T20,"2.1, A2DP, EDR",Non-removable Li-Ion 6400 mAh battery,621 g (1.37 lb),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,,
,GSM 900 / 1800 - A180b,,,GSM,Up to 950 h,,LG,,,,,"TFT, 65K colors",Graphite,,,,"2011, February. Released 2011, Q2",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a180.jpg,,Yes,,,,Yes,,,"300 entries, Photocall",,Proprietary (charging only),Up to 9 h,LG A180,Mobile trackerMP3/AAC+OrganizerUnit converterVoice memoPredictive text input,No,,,0.97 W/kg (head)     0.65 W/kg (body),106.3 x 44.9 x 14 mm (4.19 x 1.77 x 0.55 in),,,,,No,No,,,,,,,"128 x 128 pixels, 1:1 ratio (~119 ppi density)",,Flashlight,FM radio,,GSM 850 / 1900  - A180a,About 70 EUR,No,,Discontinued,,"1.52 inches, 7.5 cm2(~15.6% screen-to-body ratio)",,,Yes,,,,,,No,Removable Li-Ion 950 mAh battery,66.3 g (2.33 oz),Mini-SIM,Yes,,,No,,No,,SMS,,,0.77 W/kg (head)
,GSM 850 / 900 / 1800 / 1900 - SIM 2,,,GSM,Up to 665 h,,LG,,,,,"TFT, 256K colors",Black,,,,2011. Released 2011,,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a165.jpg,,Yes,,,,No,,,"1000 entries, Photocall",4MB,microUSB 2.0,Up to 14 h 30 min,LG A165,,microSD (dedicated slot),,VGA,1.27 W/kg (head)     1.41 W/kg (body),110 x 47.5 x 14.1 mm (4.33 x 1.87 x 0.56 in),,,,,"Yes, MIDP 2.0",Yes,Yes,,,,,,176 x 220 pixels (~141 ppi density),,No,"FM radio, recording",,GSM 850 / 900 / 1800 / 1900 - SIM 1,About 50 EUR,NDTV ActiveMobile trackerMP3/AAC+OrganizerUnit converterVoice memoPredictive text input,,Discontinued,,"2.0 inches, 12.6 cm2(~24.1% screen-to-body ratio)",,,Yes,,,,,,"2.0, A2DP",Removable Li-Ion 950 mAh battery,81 g (2.86 oz),"Dual SIM (Mini-SIM, dual stand-by)",Yes,,,No,,No,,"SMS, MMS",,,
,No,,,GSM,Up to 600 h,,LG,,,,,"TFT, 65K colors",Black,,,,"2011, January. Released 2011, January",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a160.jpg,,Yes,,,,No,,,"Yes, Photocall",1MB,microUSB 2.0,Up to 8 h,LG A160,,microSD (dedicated slot),,VGA,1.27 W/kg (head)     1.41 W/kg (body),110 x 47.5 x 14.1 mm (4.33 x 1.87 x 0.56 in),,,,,No,Yes,No,,,,,,144 x 176 pixels (~114 ppi density),,MP3/AAC+OrganizerVoice memoPredictive text input,FM radio; built-in antenna,,GSM 900 / 1800,About 50 EUR,,,Discontinued,,"2.0 inches, 12.6 cm2(~24.2% screen-to-body ratio)",,,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 950 mAh battery,81 g (2.86 oz),Mini-SIM,Yes,,,,,No,,SMS,,,
,No,,,GSM / HSPA,Up to 440 h,,LG,,,,,"TFT, 256K colors","Black, silver, blue, red, pink",,HSDPA 900 / 1700 / 2100,,"2011, February. Released 2011, March",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/LG-Optimus-Chat-C550.jpg,,,,,Android 2.2 (Froyo),Yes,,,,140MB,microUSB 2.0,Up to 5 h,LG Optimus Chat C550,,microSDHC (dedicated slot),,"3.15 MP, AF",0.71 W/kg (head)     1.24 W/kg (body),109 x 59 x 16 mm (4.29 x 2.32 x 0.63 in),,,,,,,Yes,,,,,,"320 x 480 pixels, 3:2 ratio (~206 ppi density)",,MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 40 EUR,,,Discontinued,,"2.8 inches, 23.3 cm2(~36.3% screen-to-body ratio)",,HSPA 7.2/5.76 Mbps,Yes,,HTML,,,,"2.1, A2DP, EDR",Removable Li-Ion 1500 mAh battery,122 g (4.30 oz),Mini-SIM,,,,,Accelerometer,"Wi-Fi 802.11 b/g, Wi-Fi Direct, hotspot",QWERTY,,,,0.49 W/kg (head)     0.39 W/kg (body)
,No,,,GSM,Up to 230 h,,LG,,,,,"CSTN, 65K colors",Black,,,,"2011. Released 2011, Q1",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a140.jpg,,Yes,,,,No,,,Yes,10MB,Proprietary,Up to 3 h,LG A140,,No,,VGA,1.08 W/kg (head)     0.75 W/kg (body),109.5 x 47 x 11.6 mm (4.31 x 1.85 x 0.46 in),,,,,No,Yes,No,,,,,,128 x 160 pixels (~121 ppi density),,H.263 playerPredictive text input,FM radio,,GSM 900 / 1800,About 40 EUR,,,Discontinued,,"1.7 inches, 9.1 cm2(~17.7% screen-to-body ratio)",,,Yes,,WAP 2.0,,,,Yes,Removable Li-Ion 670 mAh battery,80 g (2.82 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS",,,
,HSDPA 850 / 1900,,,GSM / HSPA,Up to 320 h,,LG,,600 MHz ARM11,,,"TFT, 256K colors","Black, silver, blue, red, pink",,HSDPA 900 / 2100,,"2011, January. Released 2011, February",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-me-p350.jpg,,,,,Android 2.2 (Froyo),Yes,,,,140MB RAM,microUSB 2.0,Up to 3 h 35 min,LG Optimus Me P350,,"microSDHC (dedicated slot), 2 GB included",,3.15 MP,1.30 W/kg (head)     1.46 W/kg (body),108 x 57.5 x 12.2 mm (4.25 x 2.26 x 0.48 in),,,,,,,480p@24fps,,,,Adreno 200,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,No,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 80 EUR,DivX/Xvid/MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,,Discontinued,,"2.8 inches, 24.3 cm2(~39.1% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,Yes,,"HTML, no Adobe Flash",,,Qualcomm MSM7227 Snapdragon S1,"2.1, A2DP, EDR",Removable Li-Ion 1280 mAh battery,110 g (3.88 oz),Mini-SIM,,,,,"Accelerometer, compass","Wi-Fi 802.11 b/g, hotspot",,,,,1.06 W/kg (head)     0.71 W/kg (body)
,HSDPA 900 / 1900 / 2100,LED flash,,GSM / HSPA,Up to 375 h,Photo/Video,LG,,1.0 GHz Cortex-A8,,,IPS LCD,"Black, Pink, Silver, White, Brown",,HSDPA 900 / 1700 / 2100,,"2011, January. Released 2011, May",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-black.jpg,,,2 MP,,"Android 2.2 (Froyo), 2.3.4 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Yes,,Corning Gorilla Glass,,"2GB (1GB user available), 512MB RAM",microUSB 2.0,Up to 6 h,LG Optimus Black P970,,microSDHC (dedicated slot),Contrast ratio: 1161:1 (nominal),"5 MP, AF",1.27 W/kg (head)     1.43 W/kg (body),122 x 64 x 9.2 mm (4.80 x 2.52 x 0.36 in),,,,,,,720p@30fps,,,Voice 71dB / Noise 66dB / Ring 82dB,PowerVR SGX530,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"Optimus UI 2.0, Gesture UI 2.0","Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 110 EUR,MP4/DivX/Xvid/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memo/dial/commandsPredictive text input,,Discontinued,,"4.0 inches, 45.5 cm2(~58.3% screen-to-body ratio)",Noise -64.5dB / Crosstalk -66.8dB,HSPA 7.2/5.76 Mbps,Yes,,"HTML, Adobe Flash",,,TI OMAP 3630,"2.1, A2DP, EDR",Removable Li-Ion 1500 mAh battery,109 g (3.84 oz),Mini-SIM,,,,,"Accelerometer, gyro, proximity, compass","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,,
,TDMB Mobile TVHDMI portDivX/Xvid/MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memo/dial/commandsPredictive text input,LED flash,,GSM / HSPA,Up to 300 h,,LG,,Dual-core 1.0 GHz Cortex-A9,,,IPS LCD,"Black, white",,HSDPA,,"2010, December. Released 2011, January",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-2x-su660.jpg,,,1.3 MP,,"Android 2.2 (Froyo), 2.3, upgradable to 4.0 (Ice Cream Sandwich)",Yes,,Corning Gorilla Glass,,8GB 512MB RAM,microUSB 2.0,Up to 6 h,LG Optimus 2X SU660,,microSDHC (dedicated slot),,"8 MP, AF",,123.9 x 63.2 x 10.9 mm (4.88 x 2.49 x 0.43 in),,,,,,Yes,"1080p@24fps, 720p@30fps",,,,ULP GeForce,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 150 EUR,,,Discontinued,,"4.0 inches, 45.5 cm2(~58.2% screen-to-body ratio)",,HSPA 7.2/5.76 Mbps,Yes,,"HTML, Adobe Flash",,,Nvidia Tegra 2 AP20H,"2.1, A2DP",Removable Li-Ion 1500 mAh battery,139 g (4.90 oz),Mini-SIM,,,,Yes,"Accelerometer, gyro, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,,
,HSDPA 900 / 1700 / 2100,LED flash,,GSM / HSPA,Up to 400 h,Photo/Video,LG,,Dual-core 1.0 GHz Cortex-A9,,,IPS LCD,Black,,HSDPA 900 / 1900 / 2100,,"2010, December. Released 2011, February",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/LG-Optimus-2X-new.jpg,,,1.3 MP,,"Android 2.2 (Froyo), 2.3, upgradable to 4.0 (Ice Cream Sandwich)",Yes,,Corning Gorilla Glass,,8GB 512MB RAM,microUSB 2.0,Up to 7 h 50 min,LG Optimus 2X,,microSDHC (dedicated slot),Contrast ratio: 1001:1 (nominal),"8 MP, AF",0.55 W/kg (head)     0.90 W/kg (body),123.9 x 63.2 x 10.9 mm (4.88 x 2.49 x 0.43 in),,,,,,,"1080p@24fps, 720p@30fps",,,Voice 65dB / Noise 60dB / Ring 67dB,ULP GeForce,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,HDMI portDivX/Xvid/MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument editorOrganizerVoice memo/dial/commandsPredictive text input,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 150 EUR,,,Discontinued,,"4.0 inches, 45.5 cm2(~58.2% screen-to-body ratio)",Noise -90.1dB / Crosstalk -89.2dB,HSPA 7.2/5.76 Mbps,Yes,,"HTML, Adobe Flash",,,Nvidia Tegra 2 AP20H,"2.1, A2DP",Removable Li-Ion 1500 mAh battery,139 g (4.90 oz),Mini-SIM,,,,,"Accelerometer, gyro, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,,0.27 W/kg (head)     0.62 W/kg (body)
,No,LED flash,,GSM / HSPA,Up to 200 h,,LG,,1.0 GHz Cortex-A8,,,IPS LCD,"Black, white",,HSDPA 2100,,"2010, December. Released 2010, December",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-lu3000.jpg,,,,,Android 2.2 (Froyo),Yes,,Corning Gorilla Glass,,8GB,microUSB 2.0,Up to 4 h,LG Optimus Mach LU3000,,microSDHC (dedicated slot),,"5 MP, AF",,112.5 x 57.9 x 12.9 mm (4.43 x 2.28 x 0.51 in),,,,,,,1080p@30fps,,,,PowerVR SGX530,,"480 x 800 pixels, 5:3 ratio (~246 ppi density)",,DMB Mobile TVHDMI portDivX/MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memo/dial/commandsPredictive text input,No,,GSM 850 / 900 / 1800 / 1900,About 130 EUR,,,Discontinued,,"3.8 inches, 41.1 cm2(~63.1% screen-to-body ratio)",,HSPA,Yes,,"HTML, Adobe Flash",,,TI OMAP 3630,"2.1, A2DP",Removable Li-Ion 1500 mAh battery,140 g (4.94 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g, DLNA, hotspot",,,,,
13,HDMI portMP4/H.264/DivX playerMP3/WAV/WMA/eAAC+ playerDocument viewerPhoto editorOrganizerVoice memo/dial/commandsPredictive text input (Swype),LED flash,,CDMA / EVDO / LTE,Up to 335 h,,LG,,1.0 GHz Scorpion,,,TFT,Black,,CDMA2000 1xEV-DO,,"2011, January. Released 2011, May",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-revolution.jpg,,,1.3 MP,,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Yes,,,,16GB,microUSB 2.0,Up to 7 h 20 min,LG Revolution,,"microSDHC (dedicated slot), 16 GB included",,"5 MP, AF",,128 x 67 x 13.2 mm (5.04 x 2.64 x 0.52 in),,,,,,,720p,,,,Adreno 205,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,,No,,CDMA 800 / 1900,About 80 EUR,,,Discontinued,,"4.3 inches, 52.6 cm2(~61.4% screen-to-body ratio)",,"LTE, EV-DO Rev.A 3.1 Mbps",Yes,,"HTML, Adobe Flash",,,Qualcomm MSM8655 Snapdragon S2,"3.0, A2DP, EDR",Removable Li-Ion 1500 mAh battery,172 g (6.07 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,,0.66 W/kg (head)     0.79 W/kg (body)
,GSM 850 / 900 / 1800 / 1900 - SIM 2,,,GSM,Up to 975 h,,LG,,,,,"TFT, 65K colors",Black,,,,2011. Released 2011,,No,https://fdn2.gsmarena.com/vv/bigpic/lg-neosmart-x335.jpg,,Yes,,,,No,,,"1000 entries, Photocall",80MB,microUSB 2.0,Up to 13 h 30 min,LG X335,,microSDHC (dedicated slot),,1.3 MP,0.80 W/kg (head)     0.36 W/kg (body),109 x 61 x 13.8 mm (4.29 x 2.40 x 0.54 in),,,,,"Yes, MIDP 2.0",Yes,176x144,,,,,,"320 x 240 pixels, 4:3 ratio (~174 ppi density)",,No,"FM radio, recording",,GSM 850 / 900 / 1800 / 1900 - SIM 1,About 80 EUR,MP3/eAAC+/WAV playerMP4/H.264 playerOrganizerVoice memoPredictive text input,,Discontinued,,"2.3 inches, 16.4 cm2(~24.6% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,Yes,Removable Li-Ion 900 mAh battery,77.5 g (2.72 oz),"Dual SIM (Mini-SIM, dual stand-by)",Yes + downloadable,,,Yes,Accelerometer,No,QWERTY,"SMS, MMS, Email, IM",,,0.80 W/kg (head)     0.36 W/kg (body)
