Unnamed: 0,128GB 4GB RAM,1TB 12GB RAM,1TB 16GB RAM,1TB 24GB RAM,256GB 12GB RAM,256GB 4GB RAM,256GB 8GB RAM,2G bands,3.5mm jack,3G bands,4G bands,512GB 12GB RAM,512GB 16GB RAM,5G bands,Announced,Audio quality,Battery (new),Battery (old),Bluetooth,Brand,Browser,Build,CPU,Call records,Camera,Card slot,Charging,Chipset,Colors,Dimensions,Display,Dual,EDGE,Features,GPRS,GPU,Games,Infrared port,Internal,Java,Keyboard,Loudspeaker,Messaging,Model Image,Model Name,Models,Music play,NFC,OS,Performance,Phonebook,Positioning,Price,Protection,Quad,Radio,Resolution,SAR,SAR EU,SIM,Sensors,Single,Size,Speed,Stand-by,Status,Talk time,Technology,Triple,Type,USB,Video,WLAN,Weight,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc
eMMC 4.5,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,,,"2015, November. Released 2015, December",,,,"4.1, A2DP",ZTE,,,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,microSDXC (uses shared SIM slot),,Qualcomm MSM8939 Snapdragon 615 (28 nm),White/Silver,155.3 x 77.2 x 8.6 mm (6.11 x 3.04 x 0.34 in),,,,"LED flash, HDR, panorama",,Adreno 405,,,16GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-x9.jpg,ZTE Blade X9,,,No,"Android 5.1 (Lollipop), nubia UI 3",,,GPS,About 170 EUR,,,FM radio,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,,Hybrid Dual SIM,"Fingerprint (rear-mounted), accelerometer, proximity, compass","5 MP, f/2.2","5.5 inches, 83.4 cm2(~69.6% screen-to-body ratio)","HSPA, LTE",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 3000 mAh, non-removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",160 g (5.64 oz),,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 900 / 2100,"1, 3, 7, 40",,,,"2015, November. Released 2015, November",,,,"4.0, A2DP",ZTE,,,Quad-core 1.3 GHz Cortex-A53,,,microSDHC (dedicated slot),,,"Black, Yellow",142 x 70.4 x 8.9 mm (5.59 x 2.77 x 0.35 in),,,,"LED flash, panorama",,,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-x5.jpg,ZTE Blade X5,,,No,Android 5.1 (Lollipop),,,GPS,,,,FM radio,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Dual SIM (Micro-SIM, dual stand-by)","Fingerprint (rear-mounted), accelerometer, proximity",8 MP,"5.0 inches, 68.9 cm2(~68.9% screen-to-body ratio)","HSPA, LTE",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 2400 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",129 g (4.55 oz),,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 900 / 2100,"1, 3, 7, 40",,,,"2015, November. Released 2015, November",,,,"4.0, A2DP",ZTE,,,Quad-core 1.0 GHz Cortex-A53,,,microSDXC (dedicated slot),,Mediatek MT6735P (28 nm),"Black, Gold",145 x 71.5 x 8.9 mm (5.71 x 2.81 x 0.35 in),,,,"LED flash, panorama",,Mali-T720MP2,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-x3.jpg,ZTE Blade X3,T620,,No,Android 5.1 (Lollipop),,,GPS,,,,FM radio,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Dual SIM (Micro-SIM, dual stand-by)","Accelerometer, proximity",5 MP or 2 MP,"5.0 inches, 68.9 cm2(~66.5% screen-to-body ratio)","HSPA, LTE",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 4000 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",160.9 g (5.68 oz),,,,,,,,,,,,,
MP3 playerPhoto viewerVoice dial/commands,,,,,,,,,No,,,,,,"2015, July. Released 2015, October",,,,"4.1, LE",ZTE,,"Glass front (Gorilla Glass 3), stainless steel frame",Quad-core 1.2 GHz Cortex-A7,,,No,,Qualcomm MSM8926 Snapdragon 400 (28 nm),"Black/Rose Gold, Silver/Yellow Gold",42 x 42 x 11.5 mm (1.65 x 1.65 x 0.45 in),,,No,,No,Adreno 305,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-watch.jpg,ZTE Axon Watch,,,No,Tencent OS,,,GPS,,"Corning Gorilla Glass 3, Sapphire crystal coating",,No,400 x 400 pixels (~404 ppi density),,,No,"Accelerometer, gyro, compass, heart rate, barometer",,1.4 inches,,,Discontinued,,No cellular connectivity,,"Li-Ion 300 mAh, non-removable",No,,No,49 g (1.73 oz),,,,,,,,,,,,,
32-bit/192kHz audio,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 12, 17, 29, 30",,,,"2015, October. Released 2015, October",,,,"4.0, A2DP",ZTE,,,Quad-core 2.3 GHz Krait 400,,,No,"10W wired, QC1",Qualcomm MSM8974 Snapdragon 801 (28 nm),"Ion Gold, Chromium Silver, Phthalo Blue",153.9 x 73.7 x 9.4 mm (6.06 x 2.90 x 0.37 in),,"13 MP, AF2 MP, (depth)",,"Dual-LED flash, panorama, HDR",,Adreno 330,,,32GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-pro-r.jpg,ZTE Axon,,,Yes,Android 5.1.1 (Lollipop),,,GPS,About 290 EUR,Corning Gorilla Glass 3,,FM radio,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,,Micro-SIM,"Accelerometer, gyro, proximity, compass",8 MP,"5.5 inches, 83.4 cm2(~73.5% screen-to-body ratio)","HSPA, LTE",Up to 300 h (3G),Discontinued,Up to 25 h (3G),GSM / HSPA / LTE,,"Li-Ion 3000 mAh, non-removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",169.8 g (6.00 oz),,,,,,,,,,,,,
eMMC 4.5,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100,LTE,,,,"2015, October. Released 2015, October",,,,"4.0, A2DP, LE",ZTE,,,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,microSDXC (uses shared SIM slot),,Qualcomm MSM8939 Snapdragon 615 (28 nm),"Black, White, Yellow",142 x 67 x 7.2 mm (5.59 x 2.64 x 0.28 in),,,,"LED flash, HDR, panorama",,Adreno 405,,,32GB 3GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-s7--.jpg,ZTE Blade S7,T920,,No,"Android 5.1 (Lollipop), MiFavor UI",,,GPS,About 280 EUR,,,FM radio,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",13 MP,"5.0 inches, 68.9 cm2(~72.4% screen-to-body ratio)","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 2500 mAh, non-removable",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",131 g (4.62 oz),,,,,,,,,,,,,
32-bit/192kHz audio,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,,,"2015, October. Released 2015, November",,,,"4.0, A2DP, LE",ZTE,,,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),,,microSDXC (uses shared SIM slot),,Qualcomm MSM8939v2 Snapdragon 616 (28 nm),"Gold, Chromium Silver, Rose Gold",143.5 x 70 x 7.9 mm (5.65 x 2.76 x 0.31 in),,,,"LED flash, panorama, HDR",,Adreno 405,,,32GB 3GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-mini.jpg,ZTE Axon mini,"B2016, 7646",,No,Android 5.1.1 (Lollipop),,,GPS,About 300 EUR,,,No,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",8 MP,"5.2 inches, 74.5 cm2(~74.2% screen-to-body ratio)","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Up to 450 h,Discontinued,Up to 20 h,GSM / HSPA / LTE,,"Li-Ion 2800 mAh, non-removable","microUSB 2.0, OTG",,"Wi-Fi 802.11 b/g/n, hotspot",140 g (4.94 oz),,,,,,,,,,,,,
eMMC 4.5,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 7, 12",,,,"2015, September. Released 2015, September",,,,"4.0, A2DP",ZTE,,,Quad-core 1.2 GHz Cortex-A53,,,microSDXC (dedicated slot),,Qualcomm MSM8916 Snapdragon 410 (28 nm),Black,153.9 x 76 x 9.4 mm (6.06 x 2.99 x 0.37 in),,,,"LED flash, HDR, panorama",,Adreno 306,,,16GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-zmax2.jpg,ZTE Zmax 2,Z958,,No,"Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",,,GPS,About 130 EUR,,,No,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,Micro-SIM,"Accelerometer, proximity, compass",2 MP,"5.5 inches, 83.4 cm2(~71.3% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",Up to 384 h (3G),Discontinued,Up to 17 h (3G),GSM / HSPA / LTE,,"Li-Ion 3000 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 a/b/g/n, dual band, hotspot",170.1 g (6.00 oz),,,,,,,,,,,,,
32-bit/192kHz audio,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 12, 17, 20, 38, 40, 41",,,,"2015, September. Released 2015, September",,,,"4.0, A2DP",ZTE,,,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),,,microSDXC (uses shared SIM slot),"18W wired, QC2",Qualcomm MSM8994 Snapdragon 810 (20 nm),Ion Gold,154 x 75 x 9.3 mm (6.06 x 2.95 x 0.37 in),,"13 MP, PDAF2 MP, (depth)",,"Dual-LED flash, panorama, HDR",,Adreno 430,,,32GB 3GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-elite-.jpg,ZTE Axon Elite,A2016,,Yes,Android 5.0 (Lollipop),,,GPS,About 250 EUR,,,FM radio,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",8 MP,"5.5 inches, 83.4 cm2(~72.2% screen-to-body ratio)","HSPA, LTE",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 3000 mAh, non-removable",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",-,,,,,,,,,,,,,
32-bit/192kHz audio,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41",,,,"2015, July. Released 2015, November",,,,"4.1, LE",ZTE,,,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),,,microSDXC (uses shared SIM slot),"18W wired, QC2",Qualcomm MSM8994 Snapdragon 810 (20 nm),"Ion Gold, Chromium Silver, Phthalo Blue",154.5 x 75.3 x 9.7 mm (6.08 x 2.96 x 0.38 in),,"13 MP, PDAF2 MP, (depth)",,"Dual-LED flash, panorama, HDR",,Adreno 430,,,128GB 4GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-lux.jpg,ZTE Axon Lux,,,Yes,Android 5.0.2 (Lollipop),,,GPS,About 300 EUR,,,No,"1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",,,Nano-SIM + Nano-SIM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",8 MP,"5.5 inches, 83.4 cm2(~71.7% screen-to-body ratio)","HSPA, LTE",,Discontinued,,GSM / CDMA / HSPA / LTE,,"Li-Ion 3000 mAh, non-removable",microUSB 2.0,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",168 g (5.93 oz),,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA,LTE,,,,"2015, July. Released 2015, July",,,,"4.0, A2DP",ZTE,,,Quad-core 1.2 GHz,,,No,,,Gold,165.1 x 82.6 x 10.2 mm (6.5 x 3.25 x 0.40 in),,,Yes,,Yes,,,,16GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-boost-max-plus.jpg,ZTE Boost Max+,,,No,Android 5.1 (Lollipop),,,GPS,About 180 EUR,Corning Gorilla Glass,,No,"720 x 1280 pixels, 16:9 ratio (~258 ppi density)",,,Micro-SIM,Yes,1 MP,"5.7 inches, 89.6 cm2(~65.7% screen-to-body ratio)","HSPA, LTE",,Discontinued,Up to 16 h (3G),GSM / HSPA / LTE,,"Li-Ion 3400 mAh, non-removable",microUSB 2.0,720p,"Wi-Fi 802.11 b/g/n, hotspot",194.8 g (6.88 oz),,,,,,,,,,,,,
eMMC 4.5,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,LTE,,,,"2015, June. Released 2015, July",,,,"4.0, A2DP",ZTE,,,Quad-core 1.1 GHz Cortex-A7,,,microSDHC (dedicated slot),,Qualcomm MSM8909 Snapdragon 210 (28 nm),Black,145.5 x 72.8 x 9.4 mm (5.73 x 2.87 x 0.37 in),,,,LED flash,,Adreno 304,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a460.jpg,ZTE Blade A460,,,No,Android 5.1 (Lollipop),,,GPS,About 100 EUR,,,FM radio,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Micro-SIM,"Accelerometer, proximity",2 MP,"5.0 inches, 68.9 cm2(~65.0% screen-to-body ratio)","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 2200 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",-,,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 900 / 1900 / 2100,LTE 800 / 900 / 1800 / 2600,,,,"2015, July. Released 2015, August",,,,"4.0, A2DP",ZTE,,,Quad-core 1.3 GHz Cortex-A53,,,microSDXC (uses shared SIM slot),,Mediatek MT6735 (28 nm),"Pink, Gold, Gray, Silver",142 x 69.5 x 6.8 mm (5.59 x 2.74 x 0.27 in),,,,"Dual-LED dual-tone flash, panorama",,Mali-T720MP2,,,16GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-d6.jpg,ZTE Blade D6,Blade V6,,Yes (optional),"Android 5.0.2 (Lollipop), MiFavor 3.2",,,GPS,About 100 EUR,,,FM radio,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Nano-SIM + Micro-SIM,"Accelerometer, proximity, compass",5 MP,"5.0 inches, 68.9 cm2(~69.8% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",Up to 440 h (3G),Discontinued,Up to 7 h (3G),GSM / HSPA / LTE,,"Li-Ion 2200 mAh, non-removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",122 g (4.30 oz),,,,,,,,,,,,,
32-bit/192kHz audio,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 5, 12, 17, 29, 30",,,,"2015, July. Released 2015, August",,,,"4.0, A2DP",ZTE,,,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),,,No,"18W wired, QC2",Qualcomm MSM8994 Snapdragon 810 (20 nm),"Ion Gold, Chromium Silver, Phthalo Blue",153.9 x 73.7 x 9.4 mm (6.06 x 2.90 x 0.37 in),,"13 MP, PDAF2 MP, (depth)",,"Dual-LED flash, panorama, HDR",,Adreno 430,,,"32GB 4GB RAM, 64GB 4GB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-axon-pro-r.jpg,ZTE Axon Pro,,,Yes,"Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow)",,,GPS,About 290 EUR,Corning Gorilla Glass 3,,FM radio,"1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",,,Nano-SIM,"Accelerometer, gyro, proximity, compass",8 MP,"5.5 inches, 83.4 cm2(~73.5% screen-to-body ratio)","HSPA, LTE",Up to 240 h (3G),Discontinued,Up to 12 h (3G),GSM / HSPA / LTE,,"Li-Ion 3000 mAh, non-removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",172.9 g (6.35 oz),,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,"3, 7, 8, 20",,,,"2015, June. Released 2015, June",,,,"4.0, A2DP",ZTE,,,Quad-core 1.0 GHz Cortex-A53,,,microSDHC (dedicated slot),,Mediatek MT6735M (28 nm),Black,126 x 64 x 10.2 mm (4.96 x 2.52 x 0.40 in),,,,LED flash,,Mali-T720MP2,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a410.jpg,ZTE Blade A410,,,No,Android 5.1 (Lollipop),,,GPS,About 100 EUR,,,FM radio,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Micro-SIM,Accelerometer,VGA,"4.0 inches, 45.5 cm2(~56.5% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 1500 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",131 g (4.62 oz),,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 12",,,,"2015, August. Released 2015, September",,,,"4.0, A2DP",ZTE,,,Quad-core 1.0 GHz Cortex-A53,,,microSDHC (dedicated slot),,Mediatek MT6735M (28 nm),Black,137.4 x 68.6 x 10.2 mm (5.41 x 2.70 x 0.40 in),,,,LED flash,,Mali-T720MP2,,,4GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-obsidian.jpg,ZTE Obsidian,Z820,,No,Android 5.1 (Lollipop),,,GPS,About 130 EUR,,,FM radio,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Micro-SIM,Accelerometer,2 MP,"4.5 inches, 55.8 cm2(~59.2% screen-to-body ratio)","HSPA, LTE",Up to 252 h (3G),Discontinued,Up to 6 h (3G),GSM / HSPA / LTE,,"Li-Ion 1800 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",137.5 g (4.87 oz),,,,,,,,,,,,,
eMMC 4.5,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1900 / 2100,"2, 4, 5, 7, 12, 17",,,,"2015, August. Released 2015, August",,,,"4.0, A2DP",ZTE,,,Quad-core 1.2 GHz Cortex-A7,,,microSDHC (dedicated slot),,Qualcomm MSM8926 Snapdragon 400 (28 nm),Black,145 x 72.8 x 9.3 mm (5.71 x 2.87 x 0.37 in),,,,LED flash,,Adreno 305,,,16GB 2GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x2-new.jpg,ZTE Grand X2,,,No,Android 5.1 (Lollipop),,,GPS,About 130 EUR,Corning Gorilla Glass 3,,No,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Micro-SIM,"Accelerometer, proximity",2 MP,"5.0 inches, 68.9 cm2(~65.3% screen-to-body ratio)","HSPA, LTE",Up to 288 h (3G),Discontinued,Up to 7 h (3G),GSM / HSPA / LTE,,"Li-Ion 2480 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",145 g (5.11 oz),,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA,LTE,,,,"2015, June. Released 2015, June",,,,"4.0, A2DP",ZTE,,,Quad-core 1.2 GHz,,,microSDHC (dedicated slot),"10W wired, QC1",,Black,125 x 63.8 x 11.4 mm (4.92 x 2.51 x 0.45 in),,,Yes,LED flash,Yes,,,,4GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-sonata-2.jpg,ZTE Sonata 2,,,No,Android 4.4 (KitKat),,,GPS,About 100 EUR,Asahi Dragontrail Glass,,TBC,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Micro-SIM,Accelerometer,2 MP,"4.0 inches, 45.5 cm2(~57.1% screen-to-body ratio)","HSPA, LTE",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 1650 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",-,,,,,,,,,,,,,
eMMC 4.5,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,"3, 7, 8, 20",,,,"2015, June. Released 2015, June",,,,"4.0, A2DP",ZTE,,,Quad-core 1.2 GHz Cortex-A53,,,microSDHC (dedicated slot),,Qualcomm MSM8916 Snapdragon 410 (28 nm),Black,134.4 x 67 x 9.6 mm (5.29 x 2.64 x 0.38 in),,,,LED flash,,Adreno 306,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-apex-3.jpg,ZTE Blade Apex 3,,,No,Android 4.4.2 (KitKat),,,GPS,About 110 EUR,,,FM radio,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Micro-SIM,"Accelerometer, proximity",2 MP,"4.5 inches, 55.8 cm2(~62.0% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",,Discontinued,,GSM / HSPA / LTE,,"Li-Ion 2000 mAh, non-removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",149 g (5.26 oz),,,,,,,,,,,,,
eMMC 4.5,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1900 / 2100,"2, 4, 5, 17",,,,"2015, June. Released 2015, June",,,,"4.0, A2DP",ZTE,,,Quad-core 1.2 GHz Cortex-A53,,,microSDHC (dedicated slot),,Qualcomm MSM8916 Snapdragon 410 (28 nm),Black,134.9 x 66 x 9.9 mm (5.31 x 2.60 x 0.39 in),,,,LED flash,,Adreno 306,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-maven.jpg,ZTE Maven,Z812,,No,Android 5.1 (Lollipop),,,GPS,About 50 EUR,,,TBC,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Micro-SIM,"Accelerometer, proximity",VGA,"4.5 inches, 55.8 cm2(~62.7% screen-to-body ratio)","HSPA, LTE",Up to 360 h (3G),Discontinued,Up to 10 h (3G),GSM / HSPA / LTE,,"Li-Ion 2100 mAh, non-removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",133.5 g (4.73 oz),,,,,,,,,,,,,
,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100,,,,,2015. Released 2015,,,,"4.0, A2DP",ZTE,,,Quad-core 1.3 GHz,,,microSDHC (dedicated slot),,Spreadtrum SC7731,"Silver, Black",134.5 x 67.5 x 9.5 mm (5.30 x 2.66 x 0.37 in),,,,LED flash,,,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-qpro.jpg,ZTE Blade Q Pro,,,No,Android 5.0 (Lollipop),,,GPS,About 100 EUR,,,FM radio,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,"Dual SIM (Micro-SIM, dual stand-by)","Accelerometer, proximity",2 MP,"4.5 inches, 55.8 cm2(~61.5% screen-to-body ratio)",HSPA,,Discontinued,,GSM / HSPA,,"Li-Ion 1800 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",166 g (5.86 oz),,,,,,,,,,,,,
"3, 5, 7 - Malaysia",,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100,"3, 40 - India",,,,"2015, June. Released 2015, June",,,,"4.0, A2DP",ZTE,,,Quad-core 1.3 GHz Cortex-A53,,,microSDHC (dedicated slot),,Mediatek MT6732M (28 nm),Black,134.5 x 67.4 x 10.3 mm (5.30 x 2.65 x 0.41 in),,,,"LED flash, HDR, panorama",,Mali-T760MP2,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-qlux-4g.jpg,ZTE Blade Qlux 4G,,,No,"Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)",,,"GPS, GLONASS",About 70 EUR,,,FM radio,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,"Dual SIM (Micro-SIM, dual stand-by)","Accelerometer, proximity","5 MP, India, or 2 MP, Malaysia","4.5 inches, 55.8 cm2(~61.6% screen-to-body ratio)","HSPA, LTE",Up to 250 h (2G) / Up to 250 h (3G),Discontinued,Up to 11 h 40 min (2G) / Up to 9 h 40 min (3G),GSM / HSPA / LTE,,"Li-Ion 2200 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",154 g (5.43 oz),,,,,,,,,,,,,
